date,Microsoft,Apple,Amazon,IBM,Nike
2002-06-18,55.99,20.15,18.78,75.94,53.0
2002-06-17,55.68,20.54,18.41,77.14,52.36
2002-06-14,55.25,20.1,16.82,76.17,49.75
2002-06-13,54.22,19.54,17.43,75.6,50.0
2002-06-12,55.54,20.09,17.08,74.65,50.35
2002-06-11,52.57,20.46,17.14,75.49,50.4
2002-06-10,52.82,21.48,17.3,76.8,50.28
2002-06-07,51.98,21.4,18.58,78.3,50.14
2002-06-06,51.9,22.16,18.17,79.66,50.35
2002-06-05,51.66,22.72,17.99,80.55,50.8
2002-06-04,49.98,22.78,17.97,79.31,50.39
2002-06-03,49.42,22.91,17.96,78.11,52.06
2002-05-31,50.91,23.3,18.23,80.45,53.75
2002-05-30,52.64,24.2,18.37,82.25,53.54
2002-05-29,52.05,23.98,18.91,81.6,53.57
2002-05-28,52.32,23.98,19.06,82.08,53.7
2002-05-24,53.26,24.15,19.47,83.1,54.0
2002-05-23,54.82,25.18,19.45,84.35,54.75
2002-05-22,53.69,24.32,18.75,84.0,52.75
2002-05-21,52.19,23.46,18.76,83.45,53.76
2002-05-20,54.01,24.74,19.39,84.45,54.4
2002-05-17,56.03,25.01,19.16,85.69,55.84
2002-05-16,55.74,25.21,19.61,85.45,55.85
2002-05-15,54.75,25.28,19.94,84.5,54.46
2002-05-14,54.88,25.61,18.81,85.48,55.16
2002-05-13,52.69,23.94,17.32,82.19,53.7
2002-05-10,50.05,23.32,16.94,79.68,52.9
2002-05-09,52.12,24.19,17.73,79.93,54.9
2002-05-08,54.97,24.37,17.32,82.45,56.05
2002-05-07,49.47,22.47,16.11,76.5,55.14
2002-05-06,48.62,22.65,16.12,76.0,54.0
2002-05-03,49.56,23.51,16.05,81.78,55.34
2002-05-02,51.21,23.69,16.32,83.86,55.23
2002-05-01,52.75,23.98,16.49,84.3,54.68
2002-04-30,52.26,24.27,16.69,83.76,53.33
2002-04-29,52.24,23.96,16.18,83.89,53.9
2002-04-26,51.5,23.01,16.91,84.71,54.75
2002-04-25,53.73,24.12,16.82,86.71,55.49
2002-04-24,53.02,23.77,16.79,86.5,56.0
2002-04-23,53.99,24.25,14.06,87.33,57.42
2002-04-22,55.59,24.53,14.31,87.93,57.0
2002-04-19,57.2,24.98,14.53,89.0,56.82
2002-04-18,56.37,25.41,14.26,88.95,55.4
2002-04-17,56.63,26.11,14.82,84.81,57.4
2002-04-16,57.81,25.74,14.01,86.2,58.74
2002-04-15,55.69,25.0,13.89,85.35,57.04
2002-04-12,55.93,25.06,13.31,85.6,57.86
2002-04-11,54.79,24.86,12.74,84.19,57.55
2002-04-10,56.3,24.66,13.55,89.01,58.51
2002-04-09,54.87,24.1,13.6,87.74,58.67
2002-04-08,57.22,24.56,13.95,87.41,58.55
2002-04-05,55.87,24.74,13.5,97.25,58.87
2002-04-04,56.45,24.9,13.54,100.84,58.03
2002-04-03,56.33,23.75,13.67,99.96,58.2
2002-04-02,57.28,24.07,14.25,100.95,57.66
2002-04-01,60.38,24.46,14.8,102.86,58.74
2002-03-28,60.31,23.67,14.3,104.0,60.01
2002-03-27,59.44,23.47,14.25,103.39,61.0
2002-03-26,59.08,23.46,14.83,102.9,60.5
2002-03-25,59.23,23.35,14.74,103.56,60.07
2002-03-22,60.45,24.09,15.53,105.6,59.5
2002-03-21,61.36,24.27,15.17,106.78,63.2
2002-03-20,60.1,24.92,14.5,105.5,63.99
2002-03-19,62.23,24.85,14.66,107.49,63.4
2002-03-18,62.14,24.74,15.01,106.35,63.5
2002-03-15,62.49,24.95,14.03,106.79,62.75
2002-03-14,61.22,24.43,14.48,106.6,62.76
2002-03-13,62.1,24.49,15.74,107.18,60.7
2002-03-12,62.54,24.72,16.31,108.5,58.49
2002-03-11,64.34,25.06,16.71,105.24,58.49
2002-03-08,63.95,24.66,16.35,105.09,58.2
2002-03-07,62.72,24.38,15.62,103.71,58.8
2002-03-06,63.63,24.07,16.33,106.3,58.6
2002-03-05,63.08,23.53,15.97,105.67,58.02
2002-03-04,63.3,24.29,16.48,105.9,59.24
2002-03-01,61.37,23.45,15.39,103.02,58.85
2002-02-28,58.34,21.7,14.1,98.12,58.86
2002-02-27,58.39,21.96,14.27,97.83,58.52
2002-02-26,58.55,23.67,14.4,97.15,59.43
2002-02-25,59.08,23.81,13.73,98.3,59.74
2002-02-22,57.99,22.74,13.07,98.45,59.4
2002-02-21,58.05,21.5,13.26,96.38,57.5
2002-02-20,59.9,23.13,12.96,99.31,58.53
2002-02-19,58.93,22.62,13.01,101.3,58.34
2002-02-15,60.23,23.9,13.41,102.89,59.51
2002-02-14,61.68,24.6,13.88,107.89,60.48
2002-02-13,61.82,25.01,13.29,108.07,60.4
2002-02-12,60.14,24.71,12.9,106.57,60.16
2002-02-11,61.13,24.98,13.3,107.38,60.44
2002-02-08,60.65,24.03,12.52,104.99,59.1
2002-02-07,59.8,24.3,11.24,103.91,60.05
2002-02-06,60.4,24.67,11.26,106.63,60.1
2002-02-05,61.15,25.45,11.5,106.3,59.99
2002-02-04,61.12,25.35,12.53,106.8,59.46
2002-02-01,62.66,24.41,13.73,108.0,60.02
2002-01-31,63.71,24.72,14.19,107.89,59.91
2002-01-30,62.85,24.09,13.9,105.55,61.0
2002-01-29,62.32,23.07,14.22,103.0,57.8
2002-01-28,63.82,23.27,15.5,108.15,58.23
2002-01-25,63.8,23.25,14.44,109.28,58.61
2002-01-24,64.6,23.21,14.01,108.72,58.74
2002-01-23,63.74,23.02,12.47,107.9,58.16
2002-01-22,64.46,21.82,12.6,110.5,58.0
2002-01-18,66.1,22.17,10.16,114.25,57.55
2002-01-17,69.86,22.48,9.74,119.9,57.38
2002-01-16,67.87,20.78,9.13,117.4,56.2
2002-01-15,69.55,21.7,10.29,118.85,57.3
2002-01-14,68.47,21.15,10.11,118.05,54.7
2002-01-11,68.61,21.05,11.03,120.31,55.43
2002-01-10,69.28,21.23,11.04,122.14,57.03
2002-01-09,68.71,21.65,11.53,124.49,56.54
2002-01-08,69.38,22.61,11.85,124.7,57.35
2002-01-07,68.56,22.9,12.34,124.05,57.19
2002-01-04,68.9,23.69,12.25,125.6,57.0
2002-01-03,69.23,23.58,11.9,123.66,56.5
2002-01-02,67.04,23.3,10.96,121.5,56.92
2001-12-31,66.25,21.9,10.82,120.96,56.24
2001-12-28,67.87,22.43,10.9,122.9,56.48
2001-12-27,67.85,22.07,10.6,123.5,56.75
2001-12-26,67.68,21.49,11.1,122.4,57.1
2001-12-24,67.27,21.36,9.83,121.45,57.05
2001-12-21,67.54,21.0,10.0,122.0,56.3
2001-12-20,66.76,20.67,10.15,122.7,53.79
2001-12-19,69.49,21.62,10.71,123.89,54.61
2001-12-18,69.27,21.01,10.86,122.2,52.78
2001-12-17,68.98,20.62,10.81,121.34,52.31
2001-12-14,67.44,20.39,11.0,121.1,53.85
2001-12-13,66.27,21.0,10.89,120.25,54.83
2001-12-12,67.95,21.49,11.91,123.2,54.5
2001-12-11,67.32,21.78,12.24,121.5,55.0
2001-12-10,67.06,22.54,11.65,119.66,54.42
2001-12-07,67.83,22.54,11.71,120.4,55.04
2001-12-06,68.65,22.78,12.1,120.14,56.34
2001-12-05,68.1,23.76,11.76,121.4,54.77
2001-12-04,66.0,22.4,11.93,116.64,52.97
2001-12-03,64.77,21.05,10.49,114.13,52.89
2001-11-30,64.21,21.3,11.32,115.59,52.99
2001-11-29,64.84,20.42,11.15,114.43,51.4
2001-11-28,62.8,20.53,11.59,112.15,51.76
2001-11-27,63.74,21.0,11.48,114.2,52.26
2001-11-26,65.14,21.37,12.21,116.33,52.29
2001-11-23,64.71,19.84,9.08,115.35,53.4
2001-11-21,64.05,19.68,8.8,114.34,53.55
2001-11-20,65.4,19.53,8.6,115.44,53.54
2001-11-19,66.54,20.0,9.19,115.0,53.24
2001-11-16,65.75,18.97,8.95,114.5,52.95
2001-11-15,66.12,19.45,9.05,114.75,52.44
2001-11-14,65.95,19.61,9.49,114.35,51.56
2001-11-13,67.9,19.37,7.29,116.7,49.98
2001-11-12,65.79,18.75,7.05,114.86,49.37
2001-11-09,65.21,18.71,7.12,114.08,49.55
2001-11-08,64.42,18.71,6.97,113.81,49.84
2001-11-07,64.25,19.59,7.43,113.85,49.74
2001-11-06,64.78,19.57,7.05,113.61,49.97
2001-11-05,63.27,19.07,6.99,109.97,49.48
2001-11-02,61.4,18.57,6.71,109.5,49.18
2001-11-01,61.84,18.59,6.95,109.89,48.98
2001-10-31,58.15,17.56,6.98,108.07,49.36
2001-10-30,58.88,17.6,6.42,108.65,48.06
2001-10-29,59.64,17.63,7.05,108.62,48.85
2001-10-26,62.2,18.67,7.56,111.16,49.64
2001-10-25,62.56,19.19,7.77,110.66,48.99
2001-10-24,61.32,18.95,7.64,108.57,48.78
2001-10-23,60.43,18.14,9.55,105.81,49.13
2001-10-22,60.16,19.02,8.77,105.25,49.32
2001-10-19,57.9,18.3,8.01,102.65,48.13
2001-10-18,56.75,18.0,8.47,101.26,47.62
2001-10-17,56.03,16.99,8.92,102.9,47.43
2001-10-16,58.45,18.01,9.56,101.85,47.53
2001-10-15,58.06,17.99,8.88,102.0,47.65
2001-10-12,56.38,18.01,8.07,100.84,48.08
2001-10-11,56.32,17.74,7.85,99.4,47.91
2001-10-10,55.51,16.82,7.26,97.25,48.25
2001-10-09,54.56,16.0,6.91,97.14,46.76
2001-10-08,58.04,16.2,7.12,98.5,47.4
2001-10-05,57.72,16.14,7.2,98.02,47.8
2001-10-04,56.44,15.88,7.04,97.31,47.62
2001-10-03,56.23,14.98,6.76,96.95,48.95
2001-10-02,53.05,15.05,6.08,93.77,48.06
2001-10-01,51.79,15.54,6.01,92.71,46.89
2001-09-28,51.17,15.51,5.97,91.72,46.81
2001-09-27,49.96,15.51,6.2,90.0,45.55
2001-09-26,50.27,15.15,6.35,91.3,45.45
2001-09-25,51.3,15.54,7.09,94.45,45.65
2001-09-24,52.01,16.45,7.46,94.8,46.41
2001-09-21,49.71,15.73,7.48,90.5,43.68
2001-09-20,50.76,15.68,7.48,93.4,42.26
2001-09-19,53.87,17.02,7.31,96.0,42.75
2001-09-18,54.32,16.28,7.29,96.4,43.04
2001-09-17,52.91,16.99,7.49,93.34,44.05
2001-09-10,57.58,17.37,8.63,96.47,48.65
2001-09-07,55.4,17.28,8.51,96.59,48.51
2001-09-06,56.02,17.72,8.15,98.0,50.13
2001-09-05,57.74,18.55,7.65,100.35,50.5
2001-09-04,56.1,18.25,8.59,101.49,50.75
2001-08-31,57.05,18.55,8.94,99.95,50.0
2001-08-30,56.94,17.83,8.69,100.36,49.51
2001-08-29,60.25,17.83,9.19,104.13,50.25
2001-08-28,60.74,18.4,9.97,104.95,50.5
2001-08-27,62.31,18.92,10.13,106.86,50.5
2001-08-24,62.05,18.57,10.23,106.99,51.28
2001-08-23,59.12,17.81,9.63,103.0,49.23
2001-08-22,60.66,18.21,10.2,103.96,48.9
2001-08-21,60.78,17.92,9.89,101.89,48.64
2001-08-20,62.7,18.12,10.4,104.1,48.21
2001-08-17,61.88,18.07,9.99,104.59,48.73
2001-08-16,64.62,18.65,9.81,105.75,49.01
2001-08-15,63.2,18.44,10.08,105.01,48.75
2001-08-14,64.69,18.73,10.53,106.2,49.5
2001-08-13,65.83,19.09,10.12,105.86,49.68
2001-08-10,65.52,19.02,9.95,104.95,49.44
2001-08-09,65.01,19.05,10.46,104.08,48.65
2001-08-08,64.86,18.9,11.11,104.19,48.0
2001-08-07,66.35,19.25,11.6,106.25,47.77
2001-08-06,66.13,19.13,11.9,106.51,47.53
2001-08-03,66.89,19.5,12.15,108.18,50.15
2001-08-02,67.45,19.82,12.19,108.8,49.79
2001-08-01,66.47,19.06,12.5,107.06,47.81
2001-07-31,66.19,18.79,12.49,105.21,47.55
2001-07-30,65.8,18.93,12.55,105.85,46.1
2001-07-27,65.47,18.96,12.25,104.7,46.8
2001-07-26,66.59,18.59,12.33,106.0,47.84
2001-07-25,67.48,18.47,11.51,104.89,46.78
2001-07-24,66.32,19.09,12.06,104.51,46.05
2001-07-23,67.09,19.54,16.03,105.85,46.22
2001-07-20,69.18,19.98,16.98,105.7,47.36
2001-07-19,72.57,19.96,16.49,104.0,47.74
2001-07-18,70.57,20.79,15.96,104.28,45.99
2001-07-17,71.82,25.1,16.35,108.53,46.95
2001-07-16,71.18,23.96,16.01,107.82,46.4
2001-07-13,71.34,24.85,16.98,108.53,45.13
2001-07-12,71.6,24.36,16.49,107.25,45.0
2001-07-11,66.5,22.54,15.34,103.85,42.36
2001-07-10,64.48,21.14,15.61,101.96,41.13
2001-07-09,65.69,22.7,15.81,104.72,41.5
2001-07-06,66.06,22.03,15.27,106.5,41.8
2001-07-05,68.51,23.19,15.27,112.1,42.09
2001-07-03,70.47,23.84,14.13,112.98,42.52
2001-07-02,70.6,23.9,14.53,114.35,42.15
2001-06-29,73.0,23.25,14.15,113.5,41.99
2001-06-28,72.74,23.54,14.36,115.1,41.98
2001-06-27,71.14,23.34,14.04,113.52,42.66
2001-06-26,70.14,23.75,13.25,113.04,42.75
2001-06-25,68.85,23.99,12.81,112.65,44.0
2001-06-22,68.83,22.26,12.4,112.87,44.55
2001-06-21,69.84,22.49,13.08,112.6,43.53
2001-06-20,69.41,21.67,12.53,113.09,42.0
2001-06-19,67.32,20.19,11.36,114.84,42.61
2001-06-18,66.88,20.33,11.83,114.27,40.81
2001-06-15,68.02,20.44,12.49,113.6,40.91
2001-06-14,68.9,19.88,13.29,115.75,41.45
2001-06-13,70.69,20.47,14.12,116.54,41.35
2001-06-12,72.08,20.31,14.64,117.25,41.87
2001-06-11,72.12,20.04,14.86,117.36,41.19
2001-06-08,73.19,21.32,15.7,116.1,41.62
2001-06-07,73.68,21.66,16.13,117.25,42.34
2001-06-06,72.36,20.73,15.99,117.5,41.4
2001-06-05,72.6,20.94,16.44,116.97,41.42
2001-06-04,70.78,20.66,16.91,113.64,41.16
2001-06-01,70.34,20.89,16.95,112.89,41.31
2001-05-31,69.18,19.95,16.69,111.8,41.1
2001-05-30,69.19,19.78,15.66,112.65,41.0
2001-05-29,70.34,21.47,17.22,115.27,42.46
2001-05-25,70.91,22.76,17.09,117.8,43.48
2001-05-24,71.72,23.2,16.75,119.6,43.75
2001-05-23,69.7,23.23,15.6,117.4,43.7
2001-05-22,70.31,23.5,16.25,118.01,45.09
2001-05-21,68.79,23.56,16.38,119.04,43.68
2001-05-18,68.09,23.53,14.72,117.44,42.4
2001-05-17,68.17,23.55,14.78,115.07,42.3
2001-05-16,69.16,24.1,14.13,115.8,42.01
2001-05-15,68.27,23.18,13.54,113.58,39.6
2001-05-14,68.72,23.29,13.33,112.56,38.86
2001-05-11,69.4,22.85,14.68,111.81,38.39
2001-05-10,70.0,23.0,14.62,115.2,39.38
2001-05-09,70.4,23.98,15.01,116.98,40.02
2001-05-08,72.06,24.57,16.18,117.7,40.96
2001-05-07,71.38,24.96,16.92,115.9,40.52
2001-05-04,70.75,25.75,17.56,115.86,40.62
2001-05-03,68.53,24.96,16.75,113.7,40.94
2001-05-02,69.76,26.59,17.11,115.4,41.56
2001-05-01,70.17,25.93,16.89,118.51,40.58
2001-04-30,67.75,25.49,15.78,115.14,41.81
2001-04-27,67.12,26.2,15.27,116.2,41.62
2001-04-26,69.13,24.69,15.43,113.74,39.83
2001-04-25,69.69,24.72,16.09,114.85,38.98
2001-04-24,67.55,24.03,15.68,112.67,38.25
2001-04-23,68.25,24.25,16.2,112.0,39.8
2001-04-20,69.0,25.04,15.78,114.83,39.74
2001-04-19,68.04,25.72,15.99,114.47,39.6
2001-04-18,65.43,22.79,16.54,106.5,38.24
2001-04-17,61.48,20.4,14.74,99.7,37.2
2001-04-16,60.79,21.44,14.03,96.75,36.95
2001-04-12,62.18,22.42,14.67,96.2,37.46
2001-04-11,60.04,21.8,13.32,97.43,38.05
2001-04-10,59.68,22.04,12.01,99.05,39.42
2001-04-09,57.15,20.54,11.18,96.0,39.5
2001-04-06,56.19,20.59,8.37,97.95,39.37
2001-04-05,56.75,20.87,9.12,98.21,39.6
2001-04-04,51.94,19.5,8.4,92.0,39.98
2001-04-03,53.38,20.24,8.63,90.39,39.41
2001-04-02,55.81,21.59,9.1,94.66,41.19
2001-03-30,54.69,22.07,10.23,96.18,40.55
2001-03-29,55.38,22.53,10.0,95.04,40.23
2001-03-28,55.56,22.17,10.8,94.41,39.73
2001-03-27,58.25,22.87,11.64,99.5,39.95
2001-03-26,56.06,21.78,10.94,95.4,39.59
2001-03-23,56.56,23.0,10.19,93.51,40.47
2001-03-22,54.0,21.62,10.19,89.1,39.81
2001-03-21,50.06,20.12,10.0,89.08,40.2
2001-03-20,52.69,19.69,10.25,88.3,38.01
2001-03-19,54.31,20.56,10.5,92.6,36.3
2001-03-16,54.56,19.62,11.0,90.1,36.5
2001-03-15,53.69,19.69,10.88,95.56,36.54
2001-03-14,54.0,20.44,10.63,94.96,36.81
2001-03-13,54.19,19.56,11.0,98.39,37.83
2001-03-12,51.94,18.62,10.63,95.49,39.17
2001-03-09,56.69,20.25,12.25,99.29,40.11
2001-03-08,59.25,20.81,11.69,106.47,40.5
2001-03-07,60.69,21.25,12.25,107.55,40.4
2001-03-06,59.44,21.5,11.88,106.0,39.23
2001-03-05,57.44,20.37,12.63,104.91,37.99
2001-03-02,56.69,19.25,10.0,102.3,37.91
2001-03-01,59.36,18.75,10.44,106.05,38.2
2001-02-28,59.0,18.25,10.19,99.9,39.05
2001-02-27,59.38,19.37,11.75,102.59,39.6
2001-02-26,59.56,19.5,11.94,105.3,49.17
2001-02-23,56.75,18.81,11.81,104.0,49.0
2001-02-22,55.19,18.81,11.94,108.9,48.05
2001-02-21,56.25,18.87,11.94,107.51,47.1
2001-02-20,55.88,18.31,12.5,111.5,47.81
2001-02-16,57.31,19.0,13.69,115.0,51.82
2001-02-15,58.81,20.06,14.5,116.78,52.42
2001-02-14,58.38,19.5,14.44,115.1,55.2
2001-02-13,58.19,19.12,13.75,113.75,56.14
2001-02-12,58.75,19.69,14.5,114.9,54.48
2001-02-09,59.13,19.12,13.38,112.0,54.7
2001-02-08,62.25,20.75,14.38,114.1,55.18
2001-02-07,64.69,20.75,15.0,116.91,56.68
2001-02-06,62.56,21.12,15.81,114.19,56.85
2001-02-05,61.94,20.19,14.44,112.22,55.3
2001-02-02,60.81,20.62,14.38,110.27,54.95
2001-02-01,62.38,21.12,16.25,114.05,54.75
2001-01-31,61.06,21.62,17.31,112.0,55.02
2001-01-30,63.38,21.75,18.94,116.61,53.02
2001-01-29,64.5,21.69,20.13,114.98,52.67
2001-01-26,64.0,19.56,19.5,114.19,53.0
2001-01-25,61.81,19.94,19.0,110.75,54.19
2001-01-24,62.94,20.5,21.88,110.44,52.38
2001-01-23,60.56,20.5,18.95,109.06,53.13
2001-01-22,60.13,19.25,18.5,108.56,52.94
2001-01-19,61.0,19.5,19.94,111.25,52.44
2001-01-18,55.5,18.69,19.5,108.31,56.06
2001-01-17,52.94,16.81,18.38,96.69,55.81
2001-01-16,52.56,17.12,18.06,92.75,55.69
2001-01-12,53.5,17.19,17.69,93.81,56.44
2001-01-11,55.0,18.0,17.0,93.69,57.75
2001-01-10,52.88,16.56,16.5,93.44,58.13
2001-01-09,51.81,17.19,16.38,92.56,59.44
2001-01-08,48.94,16.56,14.94,93.56,57.63
2001-01-05,49.13,16.37,14.56,94.0,54.88
2001-01-04,48.44,17.06,15.5,93.19,57.38
2001-01-03,47.94,16.37,17.56,94.62,55.94
2001-01-02,43.38,14.88,13.88,84.81,54.13
2000-12-29,43.38,14.88,15.56,85.0,55.81
2000-12-28,44.56,14.81,17.38,85.25,56.75
2000-12-27,46.44,14.81,16.88,84.69,56.69
2000-12-26,46.88,14.69,16.94,84.81,54.06
2000-12-22,46.44,15.0,15.56,89.0,51.19
2000-12-21,43.44,14.06,15.19,81.56,49.25
2000-12-20,41.5,14.38,16.69,86.0,49.13
2000-12-19,44.81,14.0,18.25,90.12,47.56
2000-12-18,47.81,14.25,19.88,90.5,46.69
2000-12-15,49.19,14.06,22.88,87.81,47.63
2000-12-14,55.5,14.44,22.69,92.44,48.0
2000-12-13,57.25,15.0,23.75,91.25,45.06
2000-12-12,58.38,15.38,25.88,93.87,44.81
2000-12-11,58.06,15.19,25.31,95.0,44.0
2000-12-08,54.44,15.06,23.44,97.0,42.56
2000-12-07,53.13,14.31,21.38,93.12,41.63
2000-12-06,56.69,14.31,23.63,96.75,43.31
2000-12-05,59.88,17.0,25.38,103.37,44.25
2000-12-04,56.44,16.69,26.56,98.37,45.0
2000-12-01,56.63,17.06,24.63,95.62,43.69
2000-11-30,57.38,16.5,24.69,93.5,42.63
2000-11-29,65.06,17.56,26.94,99.81,42.81
2000-11-28,67.0,18.03,25.03,97.87,43.94
2000-11-27,70.69,18.69,28.0,98.44,43.0
2000-11-24,69.94,19.31,28.94,99.94,40.5
2000-11-22,68.25,18.5,25.19,98.5,40.25
2000-11-21,67.75,18.81,24.25,98.5,40.0
2000-11-20,67.19,18.94,25.81,103.25,40.0
2000-11-17,69.06,18.5,27.44,101.94,41.69
2000-11-16,68.94,19.0,27.81,98.25,41.31
2000-11-15,70.06,19.87,29.5,99.37,42.13
2000-11-14,68.81,20.25,28.94,99.5,41.75
2000-11-13,66.44,19.37,27.81,97.44,41.38
2000-11-10,67.37,19.06,30.06,93.0,41.56
2000-11-09,70.87,20.19,31.25,99.44,43.63
2000-11-08,69.44,20.06,33.88,100.0,44.5
2000-11-07,70.5,21.31,36.94,102.31,43.0
2000-11-06,69.5,21.44,36.56,100.31,42.69
2000-11-03,68.25,22.25,37.56,100.12,41.38
2000-11-02,70.31,22.31,39.75,101.94,42.44
2000-11-01,69.62,20.5,37.38,98.56,39.88
2000-10-31,68.87,19.56,36.63,98.5,39.94
2000-10-30,69.06,19.31,32.88,93.31,38.94
2000-10-27,67.69,18.56,35.63,93.69,38.31
2000-10-26,64.44,18.5,36.88,92.75,39.19
2000-10-25,61.25,18.5,31.88,87.56,37.38
2000-10-24,61.5,18.87,29.56,91.44,37.06
2000-10-23,62.13,20.37,30.0,92.87,36.38
2000-10-20,65.19,19.5,30.81,94.75,37.13
2000-10-19,61.88,18.94,27.75,96.44,38.38
2000-10-18,51.75,20.12,25.13,95.44,37.75
2000-10-17,50.44,20.12,21.94,113.0,38.0
2000-10-16,50.38,21.5,24.31,111.12,39.44
2000-10-13,53.75,22.06,28.44,109.06,38.5
2000-10-12,54.38,20.0,25.13,103.12,38.38
2000-10-11,55.75,19.62,27.81,112.0,38.94
2000-10-10,54.56,20.87,30.44,114.87,39.69
2000-10-09,54.19,21.75,30.06,117.94,39.0
2000-10-06,55.56,22.19,31.56,116.0,39.69
2000-10-05,55.38,22.06,33.56,113.19,43.0
2000-10-04,55.44,23.62,36.0,114.37,40.69
2000-10-03,56.56,22.31,35.06,110.56,41.5
2000-10-02,59.13,24.25,35.88,117.81,40.0
2000-09-29,60.31,25.75,38.44,112.62,40.06
2000-09-28,61.31,53.5,40.0,115.25,40.13
2000-09-27,60.63,48.94,37.88,118.0,39.88
2000-09-26,62.69,51.44,39.75,119.12,40.06
2000-09-25,61.25,53.5,40.38,123.0,40.19
2000-09-22,63.25,52.19,41.44,123.87,39.56
2000-09-21,64.19,56.69,40.06,121.5,38.63
2000-09-20,64.25,61.05,37.5,124.75,37.88
2000-09-19,65.0,59.94,40.75,124.94,42.0
2000-09-18,63.0,60.66,42.81,123.25,37.88
2000-09-15,64.19,55.23,43.63,125.0,36.5
2000-09-14,65.81,56.86,44.88,126.87,38.5
2000-09-13,68.25,58.0,42.44,127.69,38.63
2000-09-12,68.12,57.75,42.69,125.0,39.77
2000-09-11,68.81,58.44,42.38,124.5,36.63
2000-09-08,69.31,58.88,42.94,129.5,39.13
2000-09-07,70.06,62.0,43.5,133.38,38.63
2000-09-06,69.44,58.44,45.88,131.44,40.0
2000-09-05,70.12,62.44,45.69,131.19,41.69
2000-09-01,70.19,63.44,41.5,133.63,40.88
2000-08-31,69.81,60.94,41.5,132.02,39.58
2000-08-30,70.0,59.5,42.94,130.31,41.44
2000-08-29,70.94,59.19,39.63,132.88,42.0
2000-08-28,71.31,58.06,39.13,131.5,40.75
2000-08-25,70.62,56.81,39.94,129.0,42.5
2000-08-24,71.12,56.11,39.38,124.81,41.25
2000-08-23,70.75,54.31,38.81,123.25,40.25
2000-08-22,71.25,51.69,36.5,121.37,42.13
2000-08-21,70.62,50.5,37.5,121.44,46.88
2000-08-18,71.0,50.0,39.0,120.44,47.69
2000-08-17,71.56,51.44,38.25,122.5,47.5
2000-08-16,71.0,48.5,38.75,122.37,47.06
2000-08-15,71.62,46.69,37.56,122.0,46.81
2000-08-14,72.19,47.06,34.88,123.25,47.56
2000-08-11,72.44,47.69,33.69,120.62,46.88
2000-08-10,72.62,47.56,30.44,119.75,46.69
2000-08-09,74.25,47.5,30.88,118.75,48.0
2000-08-08,74.12,46.75,32.94,118.87,48.0
2000-08-07,70.0,47.94,33.81,116.31,45.75
2000-08-04,69.12,47.38,32.5,115.87,46.0
2000-08-03,70.25,48.0,31.5,116.0,46.0
2000-08-02,69.37,47.25,30.81,114.25,45.63
2000-08-01,68.69,49.31,30.25,110.5,44.5
2000-07-31,69.81,50.81,30.13,112.25,43.75
2000-07-28,69.69,48.31,30.0,111.81,44.13
2000-07-27,69.37,52.0,31.38,110.31,46.0
2000-07-26,67.81,50.06,36.06,109.87,47.06
2000-07-25,69.0,50.06,37.63,112.0,46.38
2000-07-24,70.56,48.69,38.75,112.5,45.94
2000-07-21,72.31,53.56,41.13,114.75,44.69
2000-07-20,74.81,55.13,40.31,117.25,44.63
2000-07-19,73.12,52.69,40.88,108.75,44.06
2000-07-18,78.5,57.25,41.75,103.31,44.94
2000-07-17,78.19,58.31,41.13,105.5,45.22
2000-07-14,78.94,57.69,42.63,103.94,43.88
2000-07-13,79.94,56.5,35.0,104.0,43.94
2000-07-12,80.31,58.88,35.06,104.62,42.44
2000-07-11,79.12,56.94,33.13,102.0,43.06
2000-07-10,79.44,57.13,35.06,103.31,41.69
2000-07-07,82.0,54.44,36.13,105.06,42.06
2000-07-06,80.94,51.81,36.06,101.25,40.5
2000-07-05,78.5,51.63,36.5,105.0,40.25
2000-07-03,80.0,53.31,37.0,109.5,41.0
2000-06-30,80.0,52.38,36.31,109.56,39.81
2000-06-29,77.19,51.25,37.13,114.0,39.5
2000-06-28,78.94,54.44,37.88,113.78,39.09
2000-06-27,78.81,51.75,36.5,109.75,39.94
2000-06-26,79.5,54.13,33.94,114.41,39.0
2000-06-23,77.69,51.69,33.88,111.87,37.06
2000-06-22,79.87,53.75,42.0,111.81,35.19
2000-06-21,80.69,55.63,46.06,114.5,35.56
2000-06-20,74.94,101.25,46.13,116.37,35.69
2000-06-19,73.69,96.62,45.31,120.37,36.56
2000-06-16,72.56,91.19,46.0,113.25,37.25
2000-06-15,72.37,92.37,46.31,116.81,38.31
2000-06-14,70.5,90.44,46.44,116.0,39.56
2000-06-13,67.87,94.5,49.0,119.31,39.0
2000-06-12,66.87,91.19,48.44,118.84,40.4
2000-06-09,68.81,95.75,52.19,119.69,41.56
2000-06-08,68.81,94.81,51.88,119.75,42.94
2000-06-07,70.5,96.56,51.81,121.0,43.94
2000-06-06,69.62,92.87,50.56,112.37,42.0
2000-06-05,66.87,91.31,54.5,112.81,44.19
2000-06-02,66.31,92.56,57.88,108.81,44.25
2000-06-01,64.56,89.12,50.19,106.0,43.25
2000-05-31,62.56,84.0,49.94,107.31,42.5
2000-05-30,63.38,87.56,51.75,110.94,44.25
2000-05-26,61.44,86.37,46.5,106.94,43.56
2000-05-25,61.5,87.27,45.5,106.5,43.38
2000-05-24,65.56,87.69,48.56,109.62,43.5
